_id,operator_registration_number,address,unit,postal_code,property_type,ward_number,ward_name,address_for_geocode,location,latitude,longitude,coordinates
4330516,STR-2009-HGPDPJ,46 Glencoyne Cres,,M1W,Single/Semi-detached House,22,Scarborough-Agincourt,"46 Glencoyne Cres, Toronto, ON, Canada","46, Glencoyne Crescent, Steeles, Scarborough—Agincourt, Scarborough, Toronto, Golden Horseshoe, Ontario, L3R 9Z7, Canada",43.81666748873396,-79.33460002,
4330517,STR-2009-HPVDPK,246 Jones Ave,,M4M,Single/Semi-detached House,14,Toronto-Danforth,"246 Jones Ave, Toronto, ON, Canada","246, Jones Avenue, South Riverdale, Toronto—Danforth, Toronto, Golden Horseshoe, Ontario, M4M 2A1, Canada",43.669896900000005,-79.33606641,
4330518,STR-2009-GRRRPG,16 Cole St,32,M5A,Townhouse/ Row House,13,Toronto Centre,"16 Cole St, Toronto, ON, Canada","Cole Street, Regent Park, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5A 2B7, Canada",43.66062078521704,-79.36403564,
4330519,STR-2009-GYXRPH,55 Tollerton Ave,,M2K,Single/Semi-detached House,17,Don Valley North,"55 Tollerton Ave, Toronto, ON, Canada","55, Tollerton Avenue, Bayview Woods-Steeles, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2K 2K5, Canada",43.7891227,-79.38927547,
4330520,STR-2009-HXRRPL,69 Durie St,,M6S,Single/Semi-detached House,4,Parkdale-High Park,"69 Durie St, Toronto, ON, Canada","69, Durie Street, High Park-Swansea, Parkdale—High Park, Toronto, Golden Horseshoe, Ontario, M6S, Canada",43.6485055,-79.4771555,
4330521,STR-2009-JFXRPM,10 Earlscourt Ave,,M6E,Single/Semi-detached House,9,Davenport,"10 Earlscourt Ave, Toronto, ON, Canada","10, Earlscourt Avenue, Corso Italia-Davenport, Davenport, York, Toronto, Golden Horseshoe, Ontario, M6E 1J8, Canada",43.6774753,-79.4477473,
4330522,STR-2009-FVWKPD,8 Batavia Ave,,M6N,Townhouse/ Row House,5,York South-Weston,"8 Batavia Ave, Toronto, ON, Canada","8, Batavia Avenue, Rockcliffe-Smythe, York South—Weston, York, Toronto, Golden Horseshoe, Ontario, M6N, Canada",43.6685494,-79.48879653,
4330523,STR-2009-GBVDPD,927 Bathurst St,,M5R,Single/Semi-detached House,11,University-Rosedale,"927 Bathurst St, Toronto, ON, Canada","927, Bathurst Street, Annex, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5R 3G5, Canada",43.6696638,-79.4128075,
4330524,STR-2009-HRBDPK,28 Kingland Cres,,M2J,Single/Semi-detached House,17,Don Valley North,"28 Kingland Cres, Toronto, ON, Canada","28, Kingland Crescent, Don Valley Village, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2J 2K9, Canada",43.77689636816303,-79.36366843,
4330525,STR-2009-FDSXPB,40 Rameau Dr,,M2H,Single/Semi-detached House,17,Don Valley North,"40 Rameau Dr, Toronto, ON, Canada","40, Rameau Drive, Hillcrest Village, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2H 1G6, Canada",43.79259808905625,-79.36349497,
4330526,STR-2009-GLJKPG,3773 Kingston Rd,,M1J,Townhouse/ Row House,24,Scarborough-Guildwood,"3773 Kingston Rd, Toronto, ON, Canada","3773, Kingston Road, Guildwood, Scarborough—Guildwood, Scarborough, Toronto, Golden Horseshoe, Ontario, M1E 1N9, Canada",43.7471588,-79.2079237,
4330527,STR-2009-HBWKPJ,1339 Lansdowne Ave,2,M6H,Single/Semi-detached House,9,Davenport,"1339 Lansdowne Ave, Toronto, ON, Canada","1339, Lansdowne Avenue, Corso Italia-Davenport, Davenport, Toronto, Golden Horseshoe, Ontario, M6E 1C3, Canada",43.67369826135877,-79.44925577,
4330528,STR-2009-HZQKPM,24 Leith Hill Rd,1709,M2J,Apartment,17,Don Valley North,"24 Leith Hill Rd, Toronto, ON, Canada","24, Leith Hill Road, Don Valley Village, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2J 1Y3, Canada",43.7773995,-79.35006175,
4330529,STR-2009-GDSXPF,19 Candlebrook Cres,,M1W,Single/Semi-detached House,22,Scarborough-Agincourt,"19 Candlebrook Cres, Toronto, ON, Canada","19, Candlebrook Crescent, L'Amoreaux West, Scarborough—Agincourt, Scarborough, Toronto, Golden Horseshoe, Ontario, M1W 2Y2, Canada",43.80338455555555,-79.32443067,
4330530,STR-2009-GVFXPH,219 Donlea Dr,,M4G,Single/Semi-detached House,15,Don Valley West,"219 Donlea Dr, Toronto, ON, Canada","219, Donlea Drive, Leaside-Bennington, Don Valley West, East York, Toronto, Golden Horseshoe, Ontario, M2G 2N1, Canada",43.71469675,-79.36271385,
4330531,STR-2009-FGQKPB,84 Pembroke St,2,M5A,Duplex/Triplex/Fourplex,13,Toronto Centre,"84 Pembroke St, Toronto, ON, Canada","84, Pembroke Street, Moss Park, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5A 2L3, Canada",43.6591678,-79.372934,
4330532,STR-2009-FPWKPC,85 Bloor St E,311,M4W,Condominium,11,University-Rosedale,"85 Bloor St E, Toronto, ON, Canada","MN Nail Salon, 85, Bloor Street East, Church-Wellesley, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M4W 1A9, Canada",43.6705612,-79.3843606,
4330533,STR-2009-GMQKPG,155 Yorkville Ave,708,M5R,Condominium,11,University-Rosedale,"155 Yorkville Ave, Toronto, ON, Canada","Yorkville Plaza, 155, Yorkville Avenue, Annex, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5R 0B4, Canada",43.67025235,-79.39431806,
4330534,STR-2009-GVWKPH,85 Bloor St E,2001,M4W,Condominium,11,University-Rosedale,"85 Bloor St E, Toronto, ON, Canada","MN Nail Salon, 85, Bloor Street East, Church-Wellesley, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M4W 1A9, Canada",43.6705612,-79.3843606,
4330535,STR-2009-HDCKPJ,10 Sulkara Crt,,M4A,Single/Semi-detached House,16,Don Valley East,"10 Sulkara Crt, Toronto, ON, Canada","10, Sulkara Court, Victoria Village, Don Valley East, North York, Toronto, Golden Horseshoe, Ontario, M4A 2K7, Canada",43.73187153333333,-79.3234351,
4330536,STR-2009-JBWKPM,464 Durie St,,M6S,Single/Semi-detached House,4,Parkdale-High Park,"464 Durie St, Toronto, ON, Canada","464, Durie Street, Runnymede-Bloor West Village, Parkdale—High Park, Toronto, Golden Horseshoe, Ontario, M6S, Canada",43.6572915,-79.48206663,
4330537,STR-2009-FHFXPB,56 Cumber Ave,,M1E,Single/Semi-detached House,24,Scarborough-Guildwood,"56 Cumber Ave, Toronto, ON, Canada","56, Cumber Avenue, Guildwood, Scarborough—Guildwood, Scarborough, Toronto, Golden Horseshoe, Ontario, M1E 3C2, Canada",43.75467915,-79.18152645,
4330538,STR-2009-FXSXPD,11 Burlingame Rd,,M8W,Single/Semi-detached House,3,Etobicoke-Lakeshore,"11 Burlingame Rd, Toronto, ON, Canada","11, Burlingame Road, Alderwood, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8W 2C2, Canada",43.600589320000005,-79.54558374,
4330539,STR-2009-JCLXPM,3112 Dundas St W,2,M6P,Duplex/Triplex/Fourplex,4,Parkdale-High Park,"3112 Dundas St W, Toronto, ON, Canada","3112, Dundas Street West, Junction Area, Parkdale—High Park, Toronto, Golden Horseshoe, Ontario, M6P, Canada",43.6656509,-79.4735687,
4330540,STR-2009-FRCKPC,48 Hiltz Ave,,M4L,Single/Semi-detached House,14,Toronto-Danforth,"48 Hiltz Ave, Toronto, ON, Canada","48, Hiltz Avenue, South Riverdale, Toronto—Danforth, Toronto, Golden Horseshoe, Ontario, M4L 1C6, Canada",43.66539828,-79.3268327,
4330541,STR-2009-JDCKPM,269 Palmerston Ave,,M6J,Single/Semi-detached House,11,University-Rosedale,"269 Palmerston Ave, Toronto, ON, Canada","269, Palmerston Avenue, Trinity-Bellwoods, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M6J 2J3, Canada",43.65494276129032,-79.40961028,
4330542,STR-2009-GQLXPG,163 Burnett Ave,,M2N,Single/Semi-detached House,18,Willowdale,"163 Burnett Ave, Toronto, ON, Canada","163, Burnett Avenue, Lansing-Westgate, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 5Z5, Canada",43.7630082,-79.4193882,
4330543,STR-2009-HWLXPL,302 Cook Rd,,M3J,Single/Semi-detached House,7,Humber River-Black Creek,"302 Cook Rd, Toronto, ON, Canada","302, Cook Road, York University Heights, Humber River—Black Creek, North York, Toronto, Golden Horseshoe, Ontario, M3J 0K9, Canada",43.76753058571428,-79.49945186,
4330544,STR-2010-FZQKPD,143 Northover St,,M3L,Single/Semi-detached House,6,York Centre,"143 Northover St, Toronto, ON, Canada","143, Northover Street, Glenfield-Jane Heights, York Centre, North York, Toronto, Golden Horseshoe, Ontario, M3L 1Y5, Canada",43.74120858,-79.50117478,
4330545,STR-2010-FSYXPC,161 Faywood Blvd,Lower Level,M3H,Single/Semi-detached House,6,York Centre,"161 Faywood Blvd, Toronto, ON, Canada","161, Faywood Boulevard, Clanton Park, York Centre, North York, Toronto, Golden Horseshoe, Ontario, M3H 2E9, Canada",43.7439936,-79.448697,
4330546,STR-2010-GJLXPF,14 York St,4907,M5J,Condominium,10,Spadina-Fort York,"14 York St, Toronto, ON, Canada","Ice II, 14, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64203655,-79.38161469,
4330547,STR-2010-JFYXPM,67 Lynvalley Cres,,M1R,Single/Semi-detached House,21,Scarborough Centre,"67 Lynvalley Cres, Toronto, ON, Canada","67, Lynvalley Crescent, Wexford, Scarborough Centre, Scarborough, Toronto, Golden Horseshoe, Ontario, M1R 3A9, Canada",43.7505576,-79.3086908,
4330548,STR-2010-GSJKPG,96 Mitchell Ave,Basement,M6J,Townhouse/ Row House,10,Spadina-Fort York,"96 Mitchell Ave, Toronto, ON, Canada","96, Mitchell Avenue, West Queen West, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M6J 1C5, Canada",43.64486357254902,-79.40872033,
4330549,STR-2010-HRVDPL,480 Vaughan Rd,Unit 1,M6C,Duplex/Triplex/Fourplex,12,Toronto-St. Paul's,"480 Vaughan Rd, Toronto, ON, Canada","480, Vaughan Road, Oakwood Village, Toronto—St. Paul's, York, Toronto, Golden Horseshoe, Ontario, M6C 2R1, Canada",43.6893305,-79.434982,
4330550,STR-2010-GMBDPG,14 York St,812,M5J,Condominium,10,Spadina-Fort York,"14 York St, Toronto, ON, Canada","Ice II, 14, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64203655,-79.38161469,
4330551,STR-2010-GMRRPG,161 Angus Dr,,M2J,Single/Semi-detached House,17,Don Valley North,"161 Angus Dr, Toronto, ON, Canada","161, Angus Drive, Don Valley Village, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2H 3N6, Canada",43.789516,-79.3636577,
4330552,STR-2010-HTRRPL,13 Marshall St,,M6K,Townhouse/ Row House,9,Davenport,"13 Marshall St, Toronto, ON, Canada","13, Marshall Street, Little Portugal, Davenport, Toronto, Golden Horseshoe, Ontario, M6K 1T6, Canada",43.64833578,-79.43395984,
4330553,STR-2010-GWPDPH,143 Sorauren Ave,1,M6R,Single/Semi-detached House,4,Parkdale-High Park,"143 Sorauren Ave, Toronto, ON, Canada","143, Sorauren Avenue, Roncesvalles, Parkdale, Toronto, Golden Horseshoe, Ontario, M6R 1K1, Canada",43.64422475,-79.44246339,
4330554,STR-2010-GXVDPH,75 Thorncliffe Park Dr,815,M4H,Apartment,15,Don Valley West,"75 Thorncliffe Park Dr, Toronto, ON, Canada","75 Thorncliffe Park Drive, Thorncliffe Park Drive, Thorncliffe Park, Don Valley West, East York, Toronto, Golden Horseshoe, Ontario, M4H 0A2, Canada",43.7049593,-79.3419739,
4330555,STR-2010-HPHDPK,199 Mammoth Hall Trl,,M1B,Single/Semi-detached House,23,Scarborough North,"199 Mammoth Hall Trl, Toronto, ON, Canada","199, Mammoth Hall Trail, Malvern West, Scarborough North, Scarborough, Toronto, Golden Horseshoe, Ontario, M1B 2L2, Canada",43.80176961861637,-79.22859524,
4330556,STR-2010-FKDRPB,34 Columbus Ave,,M6R,Single/Semi-detached House,4,Parkdale-High Park,"34 Columbus Ave, Toronto, ON, Canada","34, Columbus Avenue, Roncesvalles, Parkdale—High Park, Toronto, Golden Horseshoe, Ontario, M6R 2H9, Canada",43.65031103846154,-79.44642425,
4330557,STR-2010-FZRRPD,5229 Dundas St W,2112,M9B,Condominium,3,Etobicoke-Lakeshore,"5229 Dundas St W, Toronto, ON, Canada","The Essex I, 5229, Dundas Street West, Etobicoke City Centre, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9B 1A5, Canada",43.63934965,-79.53643114,
4330558,STR-2010-HPXRPK,232 Woburn Ave,,M5M,Single/Semi-detached House,8,Eglinton-Lawrence,"232 Woburn Ave, Toronto, ON, Canada","232, Woburn Avenue, Lawrence Park North, Eglinton—Lawrence, Toronto, Golden Horseshoe, Ontario, M5M 1P6, Canada",43.726808226530615,-79.41071041,
4330559,STR-2010-HXDRPL,347 Cedarvale Ave,,M4C,Single/Semi-detached House,19,Beaches-East York,"347 Cedarvale Ave, Toronto, ON, Canada","347, Cedarvale Avenue, Woodbine-Lumsden, Beaches—East York, East York, Toronto, Golden Horseshoe, Ontario, M4C 4J2, Canada",43.69401710909091,-79.31423567,
4330560,STR-2010-JFKRPM,187 Hullmar Dr,,M3N,Single/Semi-detached House,7,Humber River-Black Creek,"187 Hullmar Dr, Toronto, ON, Canada","187, Hullmar Drive, Black Creek, Humber River—Black Creek, North York, Toronto, Golden Horseshoe, Ontario, M3N 1R7, Canada",43.7685284,-79.5288371,
4330561,STR-2010-FKVDPB,10 Mountain Ash Crt,Lower level,M9C,Single/Semi-detached House,2,Etobicoke Centre,"10 Mountain Ash Crt, Toronto, ON, Canada","10, Mountain Ash Court, Markland Wood, Etobicoke Centre, Etobicoke, Toronto, Golden Horseshoe, Ontario, L4X 2E2, Canada",43.6283615,-79.57054067,
4330562,STR-2010-HHHDPJ,178 Hopedale Ave,,M4K,Single/Semi-detached House,14,Toronto-Danforth,"178 Hopedale Ave, Toronto, ON, Canada","178, Hopedale Avenue, Broadview North, Toronto—Danforth, East York, Toronto, Golden Horseshoe, Ontario, M4J 2P5, Canada",43.69673815066914,-79.35035845,
4330563,STR-2010-HHXRPJ,73 Beaconsfield Ave,Lower Level,M6J,Single/Semi-detached House,9,Davenport,"73 Beaconsfield Ave, Toronto, ON, Canada","73, Beaconsfield Avenue, Beaconsfield Village, Davenport, Toronto, Golden Horseshoe, Ontario, M6J 1J5, Canada",43.6454189,-79.4255223,
4330564,STR-2010-HRWKPL,39 Granby St,,M5B,Townhouse/ Row House,13,Toronto Centre,"39 Granby St, Toronto, ON, Canada","39, Granby Street, Downtown Yonge East, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5B 2H9, Canada",43.660788,-79.3808246,
4330565,STR-2010-GTSXPH,105 Oakridge Dr,,M1M,Single/Semi-detached House,20,Scarborough Southwest,"105 Oakridge Dr, Toronto, ON, Canada","105, Oakridge Drive, Cliffcrest, Scarborough Southwest, Scarborough, Toronto, Golden Horseshoe, Ontario, M1M 1Z3, Canada",43.73131940150228,-79.23700608,
4330566,STR-2010-GMCKPG,13 Stephenson Ave,,M4C,Single/Semi-detached House,19,Beaches-East York,"13 Stephenson Ave, Toronto, ON, Canada","13, Stephenson Avenue, East End-Danforth, Beaches—East York, Toronto, Golden Horseshoe, Ontario, M4C 1L1, Canada",43.68600344285714,-79.30585924,
4330567,STR-2010-HKWKPK,2388 St Clair Ave W,,M6N,Single/Semi-detached House,5,York South-Weston,"2388 St Clair Ave W, Toronto, ON, Canada","2388, St. Clair Avenue West, Junction Area, York South—Weston, Toronto, Golden Horseshoe, Ontario, M6N, Canada",43.66965131111111,-79.48120533,
4330568,STR-2010-JBJKPM,140 Woodbine Ave,,M4L,Single/Semi-detached House,19,Beaches-East York,"140 Woodbine Ave, Toronto, ON, Canada","140, Woodbine Avenue, The Beaches, Beaches—East York, Toronto, Golden Horseshoe, Ontario, M4L 1H5, Canada",43.66785463333333,-79.30558038,
4330569,STR-2010-FXFXPD,6 Springbank Ave,,M1N,Single/Semi-detached House,20,Scarborough Southwest,"6 Springbank Ave, Toronto, ON, Canada","6, Springbank Avenue, Birchcliffe-Cliffside, Scarborough Southwest, Scarborough, Toronto, Golden Horseshoe, Ontario, M1N 1S5, Canada",43.69216,-79.26145564,
4330570,STR-2010-GFLXPF,323 Delaware Ave,,M6H,Single/Semi-detached House,9,Davenport,"323 Delaware Ave, Toronto, ON, Canada","323, Delaware Avenue, Dovercourt Village, Davenport, Toronto, Golden Horseshoe, Ontario, M6H 1Z6, Canada",43.66517837391305,-79.42931837,
4330571,STR-2010-HLLXPK,492 Ontario St,,M4X,Townhouse/ Row House,13,Toronto Centre,"492 Ontario St, Toronto, ON, Canada","492, Ontario Street, Cabbagetown-South St.James Town, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5A 2L1, Canada",43.66468436363636,-79.37108086,
4330572,STR-2010-FQQKPC,972 Danforth Ave,2,M4J,Apartment,14,Toronto-Danforth,"972 Danforth Ave, Toronto, ON, Canada","The Only Cafe, 972, Danforth Avenue, Danforth, Toronto—Danforth, East York, Toronto, Golden Horseshoe, Ontario, M4J 1L9, Canada",43.6804838,-79.3378399,
4330573,STR-2010-GGCKPF,31 Tracy St,,M5A,Single/Semi-detached House,13,Toronto Centre,"31 Tracy St, Toronto, ON, Canada","31, Tracy Street, Regent Park, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5A 3E7, Canada",43.6571776,-79.3625924,
4330574,STR-2010-GPYXPG,2690 Danforth Ave,A,M4C,Apartment,19,Beaches-East York,"2690 Danforth Ave, Toronto, ON, Canada","2690, Danforth Avenue, East End-Danforth, Beaches—East York, Toronto, Golden Horseshoe, Ontario, M4C 1L5, Canada",43.688983240000006,-79.29872622,
4330575,STR-2010-HMSXPK,311 Salem Ave,,M6H,Single/Semi-detached House,9,Davenport,"311 Salem Ave, Toronto, ON, Canada","311, Salem Avenue, Dovercourt Village, Davenport, Toronto, Golden Horseshoe, Ontario, M6H 3G4, Canada",43.66823509069768,-79.4346648,
4330576,STR-2010-FJQKPB,14 York St,4811,M5J,Condominium,10,Spadina-Fort York,"14 York St, Toronto, ON, Canada","Ice II, 14, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64203655,-79.38161469,
4330577,STR-2010-GQQKPG,12 York St,2107,M5J,Condominium,10,Spadina-Fort York,"12 York St, Toronto, ON, Canada","Ice I, 12, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64162765,-79.38203987,
4330578,STR-2010-HGCKPJ,57 Gloucester St,,M4Y,Townhouse/ Row House,13,Toronto Centre,"57 Gloucester St, Toronto, ON, Canada","57, Gloucester Street, Church-Wellesley, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M4Y 1M7, Canada",43.66712223076923,-79.38229746,
4330579,STR-2010-HWQKPL,531 St Clarens Ave,,M6H,Single/Semi-detached House,9,Davenport,"531 St Clarens Ave, Toronto, ON, Canada","531, St. Clarens Avenue, Wallace Emerson, Davenport, Toronto, Golden Horseshoe, Ontario, M6H 1V4, Canada",43.66125690869565,-79.44266037,
4330580,STR-2010-HQQKPK,366 Renforth Dr,,M9C,Single/Semi-detached House,2,Etobicoke Centre,"366 Renforth Dr, Toronto, ON, Canada","366, Renforth Drive, Etobicoke West Mall, Etobicoke Centre, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9C 3G6, Canada",43.6442755,-79.57339511,
4330581,STR-2010-GKFXPF,91B Claremont St,,M6J,Single/Semi-detached House,10,Spadina-Fort York,"91B Claremont St, Toronto, ON, Canada","Claremont Street, Trinity-Bellwoods, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M6J 2K6, Canada",43.649377804391655,-79.41087386,
4330582,STR-2010-GZSXPH,919 Palmerston Ave,,M6G,Single/Semi-detached House,11,University-Rosedale,"919 Palmerston Ave, Toronto, ON, Canada","919; 921, Palmerston Avenue, Annex, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5R 3H2, Canada",43.6731524,-79.4166344,
4330583,STR-2010-HHYXPJ,45 Cambridge Ave,,M4K,Single/Semi-detached House,14,Toronto-Danforth,"45 Cambridge Ave, Toronto, ON, Canada","45, Cambridge Avenue, Playter Estates-Danforth, Toronto—Danforth, Toronto, Golden Horseshoe, Ontario, M4K 1N1, Canada",43.67713221428571,-79.35993246,
4330584,STR-2010-HRFXPK,37 Dixon Ave,,M4L,Single/Semi-detached House,19,Beaches-East York,"37 Dixon Ave, Toronto, ON, Canada","37, Dixon Avenue, The Beaches, Beaches—East York, Toronto, Golden Horseshoe, Ontario, M4L 1P3, Canada",43.6696023,-79.3096654,
4330585,STR-2010-FVKRPD,654 Adelaide St W,,M6J,Single/Semi-detached House,10,Spadina-Fort York,"654 Adelaide St W, Toronto, ON, Canada","654, Adelaide Street West, West Queen West, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M6J 2H1, Canada",43.6447975,-79.4056772,
4330586,STR-2010-GKXRPG,69 Harlow Cres,Main Floor,M9V,Single/Semi-detached House,1,Etobicoke North,"69 Harlow Cres, Toronto, ON, Canada","69, Harlow Crescent, Thistletown-Beaumond Heights, Etobicoke North, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9V 1A8, Canada",43.73870164,-79.56882431,
4330587,STR-2010-HRXRPL,55 Bremner Blvd,2409,M5J,Condominium,10,Spadina-Fort York,"55 Bremner Blvd, Toronto, ON, Canada","Maple Leaf Square South, 55, Bremner Boulevard, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 2V5, Canada",43.64226615,-79.38077015,
4330588,STR-2010-FFPDPB,145 Kitchener Ave,,M6E,Single/Semi-detached House,9,Davenport,"145 Kitchener Ave, Toronto, ON, Canada","145, Kitchener Avenue, Caledonia-Fairbank, Davenport, York, Toronto, Golden Horseshoe, Ontario, M6E 4T5, Canada",43.68873274,-79.46123194,
4330589,STR-2010-GLPDPG,55 Bremner Blvd,1609,M5J,Condominium,10,Spadina-Fort York,"55 Bremner Blvd, Toronto, ON, Canada","Maple Leaf Square South, 55, Bremner Boulevard, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 2V5, Canada",43.64226615,-79.38077015,
